address,reason
pTYFLZzJywpQAdBv8SfQxh9tiXAUBkDyVnKHENWotjw,"([], 'No qualifying breakouts')"
2k2Smcn2CNygC4gocaipRUMzeqnqPtGg3S6e72j13jBM,"([], 'No qualifying breakouts')"
2e4hookwoJmyAReeSRcTP5dE4myMnwfVvPSztDrjpump,"([], 'No qualifying breakouts')"
7VRvzb8XExciDb98kPcFC8v3P3ALbW9bhTUQQhBzCBPn,"([], 'No qualifying breakouts')"
BXH8xiZCLYJUdr8DnKYJ1aVWLj5YPy2oxaSXjN1Bpump,"([], 'No qualifying breakouts')"
9SbDeAhHt1TjPNwhg8de88jhstymAn4A4KPDzdJvpump,"([], 'No qualifying breakouts')"
837btcTitPCGXdnntcyyw7ETc7MNgw4d4cnQekgHdoge,"([], 'No qualifying breakouts')"
864YJRb3JAVARC4FNuDtPKFxdEsYRbB39Nwxkzudxy46,"([], 'No qualifying breakouts')"
3DkVGaNSMTcxFkgGDAm299FaVxgnCw2411vxZTmRpump,"([], 'No qualifying breakouts')"
5UofhCbmro2tGB7Ji49SfqFag8j7ymrRyCmBTCZXGQQa,"([], 'No qualifying breakouts')"
CpANbeFppM316wb1joQW47k1DdVZuF775tuwRjBypump,Too few 30m bars (7)
7JofsgKgD3MerQDa7hEe4dfkY3c3nMnsThZzUuYyTFpE,"([], 'No qualifying breakouts')"
8nKP8Vc72pRZB6bhCy8D1UYf6ZjwYT859i6awyinpump,"([], 'No qualifying breakouts')"
6NqHyBdHxGLQPvNXFdzQwQ19LwBktHbH94t9c5nYpump,"([], 'No qualifying breakouts')"
CaGa7pddFXS65Gznqwp42kBhkJQdceoFVT7AQYo8Jr8Q,"([], 'No qualifying breakouts')"
hTRDn7zE5tDHRnjj6Qms2WG1zEGv9ii6AiwfgbFpump,"([], 'No qualifying breakouts')"
7NQSHjuEGENZDWfSvPZz7oP2D6c5Jc3LjFC6uh179ufr,"([], 'No qualifying breakouts')"
2xq82xurNq897KnS5Rnwi778RPCtPgDt8LTPKoHGpump,"([], 'No qualifying breakouts')"
G6haJithfeUgSghVpu1rDPCq2NFiYcJFHNpHEANbpump,"([], 'No qualifying breakouts')"
3JUeZUTzDXjJUge1JyUk3zcaWbVgZuZrhXb5BWeodDUB,"([], 'No qualifying breakouts')"
QB1TPvpNUd1GgYeEkdFDDxHx9rjKRfM3VWRzYtkKTwu,"([], 'No qualifying breakouts')"
qgTuPyB6odrLXmWa4m6xzGRw6GPSn6bfzcJ5EH4pump,"([], 'No qualifying breakouts')"
D8yYkMGQPh4AsXXNJtQS1g6Zph35XhpkUE49SUpppump,"([], 'No qualifying breakouts')"
EK5sQpdY34zngiY3MVJxmFbLPDRvE3AWaiLkShRxpump,Too few 30m bars (4)
DRwh9SvUfYWmWo7eEShbY4pcnqXeR6yQiLeKdbw3AB5q,"([], 'No qualifying breakouts')"
9LPyLrML5h3PRep2k8ECzp2EPf9jHmcMnuY9vpLWpump,"([], 'No qualifying breakouts')"
7Fnx57ztmhdpL1uAGmUY1ziwPG2UDKmG6poB4ibjpump,"([], 'No qualifying breakouts')"
EHB8wFTNjZeFoAmUZJCeNkp9Y4bGxwB9LBsZmDjcpump,"([], 'No qualifying breakouts')"
B8GKqTDGYc7F6udTHjYeazZ4dFCRkrwK2mBQNS4igqTv,"([], 'No qualifying breakouts')"
9NGd3rZsjhyj8zX8csKrEU7VKGFbZykZyMLyXo6Spump,"([], 'No qualifying breakouts')"
Exbq1obxQHGnTZULbAxfJebxP1NJ5e8kptsGVm9fpump,"([], 'No qualifying breakouts')"
EAoU2p9YTVpHGAaUsYkxRRppPoVjAvj72qsPAmTxpump,"([], 'No qualifying breakouts')"
EQs4DEeaSyrhRPM6JPsf2ptLf4EHkcGXB7ybeufxpump,"([], 'No qualifying breakouts')"
9h49YjtCDHfvdDwiDkcr1YsqTm59dX3y6GtbcjSXpump,"([], 'No qualifying breakouts')"
6v8bcbMXRZrrCTJR9sWCbjHJXQDzWGpaV2WUMWCopump,"([], 'No qualifying breakouts')"
DF6SwbvqWSrq5FD9gNSYvKGHsdDMfrLmaXZY2b6cpump,"([], 'No qualifying breakouts')"
BzMfjP47bsh4Z8ZpbsetoVAAtCv5JApiMduN8Esepump,"([], 'No qualifying breakouts')"
58WSMRURYYN4DYknoGm4TzWiFrbo8EEJHD9cN5C1pump,"([], 'No qualifying breakouts')"
3M2vepByfZTG6xUSmFidvSCFzHWFoVw7cPvyRDnUpump,"([], 'No qualifying breakouts')"
HuPspkki5Qdnf5WAU7jtEThkeMhni6XQ23tunZRkZWUi,"([], 'No qualifying breakouts')"
9R7TuJpEKERfBpKTtCU3nyPugU7DnGFdvdUqvGHwbonk,"([], 'No qualifying breakouts')"
CgnTSoL3DgY9SFHxcLj6CgCgKKoTBr6tp4CPAEWy25DE,"([], 'No qualifying breakouts')"
6fwieNfMyqvDEiRi6LBRPiKuhXDABDHsqS3Q8M8pump,"([], 'No qualifying breakouts')"
68Jyw882wE4UkreUpK3NTG9i5ZKuSj3xLUQshEra9r3s,"([], 'No qualifying breakouts')"
BGpiVC1oprW9uQNzyzvcrq418cjBcoCpADzkv1FMpump,"([], 'No qualifying breakouts')"
AbrMJWfDVRZ2EWCQ1xSCpoVeVgZNpq1U2AoYG98oRXfn,"([], 'No qualifying breakouts')"
492JGSNiNd3DvWtnej1raJwNQ6Qui1W2UaGtVUCPpump,"([], 'No qualifying breakouts')"
5tNxbJVuuZcx7YkGV7WFEq4ZGdCLRrmSDdwrWRVDWb2N,Too few 30m bars (7)
ZFLj5KybdPcNh7jQxAYsakhY1BMmhdpmDFLLYTCpump,"([], 'No qualifying breakouts')"
8DP7ffz8dAnW2aFodgHzC4XLTFpHYzeYHgBGRd94pump,Too few 30m bars (8)
BBRPQXAjUk2LMMoxFpPPPeikq6gXYP6WUQGAk4tSpump,Too few 30m bars (7)
7woPKwozDM1mFeJAiJcEU8Fd3CvbYXVfwnC3W56RndFi,"([], 'No qualifying breakouts')"
HX1yDPunYkyhFVLjG6FodzZyJixACnVnrDCSCwTmcYmC,"([], 'No qualifying breakouts')"
FhQh7jMFxBX1TN9e8NcFJJVgRTEByWawS5kmq3dypump,"([], 'No qualifying breakouts')"
E644MHUcaPwwGqbwCCPrLMV46xkYYHkUGoNoQPEXbonk,"([], 'No qualifying breakouts')"
8Ywnk4JPhF5skonebZ2rRHXpNSs2SyBpYLXmUtFzpump,"([], 'No qualifying breakouts')"
HrqHpE4NQbSTjVtFSTm9i8omFfytggsS9UkccHWHWntx,"([], 'No qualifying breakouts')"
6Neft4334Hqi2ak59K3SActWD3jWuhLvXuFHhGTpump,"([], 'No qualifying breakouts')"
3mcgSdSp1spHjsczTfsuVbSBDm6THtCyRHMVLMgVpump,Too few 30m bars (8)
6zsrem11Vhqw2V66xf7hCrGKLGkQSgqivUjR97Z6pump,"([], 'No qualifying breakouts')"
CETES7CKqqKQizuSN6iWQwmTeFRjbJR6Vw2XRKfEDR8f,"([], 'No qualifying breakouts')"
6kpwNU9QzFVwMQDV9mspwNjGXEZUnK8y6aTaAWxspump,Too few 30m bars (8)
6fFWwWebF8VKiDRuWzgNzBHHt69w4r4LxN3mUNe3pump,Too few 30m bars (9)
AZjYk1DqGnLWZzGyyNzYTC5xqUyNRHLhiHXhZdGKUhiu,"([], 'No qualifying breakouts')"
64dYzNzsWJwRuwsbFMv9LQpFh2nbJHk6DdW4r9Vupump,Too few 30m bars (8)
Dm6j3n2k9ANW7MWqc1L9iDyNs38Re2WoXsYDxixepump,"([], 'No qualifying breakouts')"
mfWMojpxBPs5UT9nbP7zKVDvEQh6NwYrmxag5F4pump,"([], 'No qualifying breakouts')"
8tA4P8g4RFcvUbf9t5csqv19tCECYxwBDxW6Emigmoon,"([], 'No qualifying breakouts')"
3RgZmBqNhTLtMKmBbUmwzJ9oNXMFEt6cUB6QWxvPpump,"([], 'No qualifying breakouts')"
CNyMaRR4krm1yAxfCvPXevNMArZZZk7sRqKwX68uCeJk,"([], 'No qualifying breakouts')"
eDdBx3ddp7EpswZ65g38KS3Wz9t7LyS1GzsAe4bpump,"([], 'No qualifying breakouts')"
6vwBbj4rh5UqrfTe2qyBJoU2omzfAuLrB6C31JP2pump,"([], 'No qualifying breakouts')"
FLJYGHpCCcfYUdzhcfHSeSd2peb5SMajNWaCsRnhpump,"([], 'No qualifying breakouts')"
2eew5mALBf9mZsKwgZfzzt36CvLLXexnU4feAaKCpump,"([], 'No qualifying breakouts')"
23G2HHkJha65Qo3U6AXBH9TuWHasHZRj5CdEnNAepump,"([], 'No qualifying breakouts')"
ByaEHLp2rpyJU42i9Tb2uMo81zkahwLN21acQ98fpump,Too few 30m bars (6)
69P4cjVxSbrGfks5bcAC5yJGwRBvyeZ9exDmhoVCitVT,"([], 'No qualifying breakouts')"
EwZHZ6tHqLjsbDfkrTdHCTcPdq2MCiFRvXsHFtGGpump,"([], 'No qualifying breakouts')"
GaGh1vcw8NqArWuuqU2fwfmTUhxmWpnY38QKiZjUZwYM,"([], 'No qualifying breakouts')"
3zrkA5cSuMCXuS3V1x6quMahgEsLCpHnEWG71Khwpump,"([], 'No qualifying breakouts')"
3few1wmJAtaFLd4mwT9e7gaaTuccnn5BakUTJSz9pump,"([], 'No qualifying breakouts')"
cZAmoQfndjLs1MHwNRSX1yAKznJPTUijpQvAoE1pump,"([], 'No qualifying breakouts')"
BavuJ8bntC79A8aHTxQi1EUhcCnqvEU8KSBE4sVCAaHc,"([], 'No qualifying breakouts')"
HPz2yY3ZVkGDRc4XpSX5x1PYTCC6vr4rZBgd3TFqpump,"([], 'No qualifying breakouts')"
74Rq6Bmckiq8qvARhdqxPfQtkQsxsqVKCbDQL5PKpump,"([], 'No qualifying breakouts')"
FWLKyU8e5muuicjjv3f4ERRTED7zUKRDShSw8ostpump,Too few 30m bars (6)
XxanGPES5mUeeqVtTRzZK9GDXctvARjsDimq9bYpump,"([], 'No qualifying breakouts')"
71UhL6TcGjVohLQoxqgMRCdmMwmxvaWzepkeiS7Apump,Too few 30m bars (3)
CJ1azXTKcixgXVKGGocVkcJAQKytRHjcbMVWoRQcpump,"([], 'No qualifying breakouts')"
H9CRaeD2XfF66vexo6WVT5XZbxL6Dijyn3AkwezFpump,"([], 'No qualifying breakouts')"
upDJbNW4fPiqStVDzWrvNkN2azpTob2Qf8Je3Cqpump,Too few 30m bars (6)
7mmXL6Et4SbpDs2iXoZQ3oPEeXeAiyETxh1QjDNi5qnV,"([], 'No qualifying breakouts')"
HEZ6KcNNUKaWvUCBEe4BtfoeDHEHPkCHY9JaDNqrpump,"([], 'No qualifying breakouts')"
6hpcfyxKgKUuyfTEyiYgWGGCY28K4KWS1pszPT9kSxHM,"([], 'No qualifying breakouts')"
4Ehuuwj6KBtcAaE21ahSMErATgiaU2hEFpn5o4Vtpump,"([], 'No qualifying breakouts')"
GLpbZXSyJVYsbfbjgUSRLaCtyfwMf9ggHZmEFK5ijK54,"([], 'No qualifying breakouts')"
4HssWi9ey4BRZsENdjeKtQW8ZXMc8uW1GBVnwbKupump,"([], 'No qualifying breakouts')"
AgBPkSqL64uQ58kka9LqcxyuNk4erExTfM779YYJpump,"([], 'No qualifying breakouts')"
ESVRQ6phc55VCw7sWB6JgW3PeTB6N68kvwjfsMPcpump,"([], 'No qualifying breakouts')"
BnkN1rQKBW1bQFKYo3c8VaUNrYpD672RWFuBzpDKpump,"([], 'No qualifying breakouts')"
4gPcz3u1sJVSC36b4SVJGFF788RyCwkygTHjQx2Bpump,"([], 'No qualifying breakouts')"
DjxhA6wQsuFnESHMzEvogXVh8YhpRJjDEiZtEnnhpump,"([], 'No qualifying breakouts')"
GAehkgN1ZDNvavX81FmzCcwRnzekKMkSyUNq8WkMsjX1,"([], 'No qualifying breakouts')"
92EcDYWSA9YRhtmPWzUFqPyzDfkjF7AkF8AxVJt5LXYM,"([], 'No qualifying breakouts')"
63rvcwia2reibpdJMCf71bPLqBLvPRu9eM2xmRvNory,"([], 'No qualifying breakouts')"
9WW8d86dsk9SvJCx7JRy4qULDKfNoqzCNDwhSeVrbonk,"([], 'No qualifying breakouts')"
7uCHQdxAz2ojRgEpXRHas1nJAeTTo9b7JWNgpXXi9D9p,"([], 'No qualifying breakouts')"
Ex4vChTA3cJDAKJpEA7PXeWQy4zQYhqkRc84f2iC523e,"([], 'No qualifying breakouts')"
Gw9saRvRTQUyMmYBabsGibceFaFe4RKK18nrbWYZpump,"([], 'No qualifying breakouts')"
bozdUuCb2kdipxES9PzsYHmDVrf7FBTSW3p1CFBpump,"([], 'No qualifying breakouts')"
shCr9wJ1okr3EnBeYMxnvuDxrhReUyoYyEpCQLMpump,"([], 'No qualifying breakouts')"
ARTtpGGVYbVH5LwPNgD7Kta5U4fMNAPNoJcge7iadTL6,"([], 'No qualifying breakouts')"
CXShVvzxW19K4B6QvkZRG7GndHmfi6ahDPS6jkHGpump,"([], 'No qualifying breakouts')"
BCzSJeyX2uVcDrTHzq49Do4vCyL4ZKM4DDo4VhVxpump,"([], 'No qualifying breakouts')"
FZ6Aru2uHFD9GE2CYv5gXJaRzmWgynmHrGJJE2Nbpump,"([], 'No qualifying breakouts')"
BKviyfdPo99W22935x1QN7P77wFj6YZ491Kpcm8zpump,"([], 'No qualifying breakouts')"
Evz4gkEmZ9wt7qks9MNoDjrJrXjkQwCuFMmr5P4Ypump,"([], 'No qualifying breakouts')"
D4Yc5xRjRYcjxtnYG4Ay3mKLYMMF91RBnbuoKk7cpump,"([], 'No qualifying breakouts')"
H5f2QrN1Ctn6Mpdpb5NZatE7NWoiUQuoEtd3faDUpump,Too few 30m bars (7)
4DtCGmjGWY6StJvGmKjXiKxtBZ84TpBPjsGd8oTbpump,"([], 'No qualifying breakouts')"
3zQ1XAcbSejFZNdbTBGvFGQatvViYbcwgXZ5pQ3KRRaw,"([], 'No qualifying breakouts')"
HTJjDuxxnxHGoKTiTYLMFQ59gFjSBS3bXiCWJML6bonk,"([], 'No qualifying breakouts')"
9RJ1u3hiuybJCxTHRax64iqGBEEtVkFwjm5sdxBzpump,"([], 'No qualifying breakouts')"
3F7yoAARCgqVE3EF86GecScVAbhHf1LkHzR6g8zCpump,"([], 'No qualifying breakouts')"
3VhpH2eJwfE1dLApVMGKnkM7t2hUUNZxiayJJ6sCSpLt,"([], 'No qualifying breakouts')"
GAjvGwTZok2HHSUPi87EN6hCv1TeQMjokbru1y7Wpump,"([], 'No qualifying breakouts')"
Fu4jQQpUnECSVQrVfeeVPpQpXQffM75LL328EJPtpump,"([], 'No qualifying breakouts')"
egoS1kE1g4JuExTcvG6bB6cg5LWpACQ469uk6DTMuJq,"([], 'No qualifying breakouts')"
FMb5BaiTCB9qrfiuL2rbbZDB18t71URys7bMpmRdpump,"([], 'No qualifying breakouts')"
7Gf9g87UqU5nxiruoCLGSdjD7mpq98gUEFjuPNFDpump,"([], 'No qualifying breakouts')"
AdNs4XnWgotYTKzw5MfbWTRodfCCJLPfob9gJReZx8DC,"([], 'No qualifying breakouts')"
DokPYQ33k3T9S7EEesvwvuuAtoQb4pY8NWszukKwXWjv,"([], 'No qualifying breakouts')"
DSUzns9h3w2NdEJN8RkPUd1mFAznB2bwkeRPuagNpump,"([], 'No qualifying breakouts')"
4y5fknXiRc8pJSTiNAzLmCum7LmzctRjxZWc1qtmpump,"([], 'No qualifying breakouts')"
6cVgJUqo4nmvQpbgrDZwyfd6RwWw5bfnCamS3M9N1fd,"([], 'No qualifying breakouts')"
FsBPYiGZ4bhUxVSPP7XPJYfTPm5PsLJc2WGZaFaDpump,"([], 'No qualifying breakouts')"
CGc4bfLqov6rPKCv6kwDbY3cms8r5M4FHU72k5uspump,"([], 'No qualifying breakouts')"
4Uf883orBx89VQZiV4EoRpNqUWYN5ZuEvC4PCpQ9moon,"([], 'No qualifying breakouts')"
FeAPRS63cFhcbcziJQHJkJY8ekrhFhUNojcunQD4pump,"([], 'No qualifying breakouts')"
G69JccLDbks31qnFW9y1CAu8Pf2SnzyN1SatmyrWmoon,"([], 'No qualifying breakouts')"
DUGp4ZqxxEjuYUjAXDz2k4PD5N8nnhPjNm18s9Wpump,"([], 'No qualifying breakouts')"
9r9DsKRM4fxS23iGkE3bGE9YbqMmT2pVpGijr73fpump,Too few 30m bars (6)
2zMyAwnBsG2Z2jjjk1jNFtWpLHakhkBfa9BPPW3Bpump,"([], 'No qualifying breakouts')"
8LotwNaRVzBSprpvYHvDRXCcboSZwdDSCSJta9pYpump,"([], 'No qualifying breakouts')"
GPbVkH7bmxuwM8vKsWVYJ4rW7ErwsNwRoBGho16Sbonk,"([], 'No qualifying breakouts')"
4h8LjZWUfUQVgbEZ29UzTuGXNW6rwrJis78ZU66ekkPV,"([], 'No qualifying breakouts')"
HNi43Ue8Qz8XegA9q8AWbV9DxzJxcexm8czE1fhppump,"([], 'No qualifying breakouts')"
B46q6AJ4xRwWtxuWtCu1sk5DVUiEhAeGLPPoTJbipump,"([], 'No qualifying breakouts')"
AuLFCTA8V8katsgpkFsezQtkHodJby5M4KB2VryTpump,"([], 'No qualifying breakouts')"
3Qr5CpVgeYwKSuT33iL6GY6LegAFSiirKn5u51Cdpump,"([], 'No qualifying breakouts')"
2tFxS2JsBUPaLbBFnpmSrt1DRTvfAGmsBec5SFfppump,"([], 'No qualifying breakouts')"
8xzX6Z7E46opuVgPJ3xHPTUNuoUS2duHAVHUKCc9ksAE,"([], 'No qualifying breakouts')"
H5FHcnP1MaAet83QJC8KaS5H8bJfUM3kYsWy7nCgBAGS,"([], 'No qualifying breakouts')"
2AHvapT6SDYcTgrztY1iqVJww1Zs5AKLEBbyQiz7pump,"([], 'No qualifying breakouts')"
BCQjsvdsoqaSKo8iwgmfnzMV5S2rC7XR3i2K7Ep8BAGS,"([], 'No qualifying breakouts')"
6zymdi4PcqXWG4A9Ei1JU82SiQF62BVVuQoDtdYhpump,"([], 'No qualifying breakouts')"
E7ENfG7EA1oGAtgZiaL8YL3THoSwu72LbsYmpN6n5ZXw,"([], 'No qualifying breakouts')"
5mEE4YDB2tnRAJBzf2jhweuo2CP9w8frLec8qHsFpump,"([], 'No qualifying breakouts')"
D2JGRcNqq1mLzyL4ruCb27pzYw8FF3nTK4hMz6GmMW56,"([], 'No qualifying breakouts')"
APMPP9T6fpdScRUPR59fyBdsb6hZYQ95ZPNs3yRKbonk,"([], 'No qualifying breakouts')"
jkEvGzcWizc9dWbUj5iHywj1G4EYXfPRuri1wLxpump,"([], 'No qualifying breakouts')"
6jDxQmm55bSDBAaGg7fsVfPGwJxEvZsDDhH4vvbKpump,"([], 'No qualifying breakouts')"
9yJJeXAhxRvetiSfWtuL5q8AGrZwzbY7GMTomjCmpump,"([], 'No qualifying breakouts')"
7ZRgHFqwdzvqhfmg19rSQBD6CZe5iEDkuZoaNUhpump,"([], 'No qualifying breakouts')"
7w9gX1WBAYs6KnTd5oZdNNDS887YcBo4yScj66dUpump,"([], 'No qualifying breakouts')"
HCso8dE1thvCLi2d6vR45114usw9zySAG4oFcz5wpump,"([], 'No qualifying breakouts')"
DnfyRE7EDuW9GD2pfahRjdwZWv2cVAhkUSGUasEAbonk,"([], 'No qualifying breakouts')"
54VKrYFsL3BdeDu2yRMVM9GbHrXkxcVAULX5RxA5pump,"([], 'No qualifying breakouts')"
CMGdbBY2GmUm1krxUKxNfksa4kyFJoDZ6qQtbMFxpump,Too few 30m bars (6)
9mfqkvyJ9sdnmbE2xW5rf85yWzbLmTX2Srodz8RKpump,"([], 'No qualifying breakouts')"
8CzPPqenpfRXvjE5DHfE3kMDgJhHwWZ1WXRzs44KsamW,"([], 'No qualifying breakouts')"
9bH1hEmRMRbNMTApzqNxywwmVgoYUCgqpDaXhFsatF4v,"([], 'No qualifying breakouts')"
6tq8614cfS1QoRDxgzScvhcVGCEwkFAFzUcmjuybiAwh,"([], 'No qualifying breakouts')"
GaHu73uhhWrcGLF3CWUi26ZBzv5mZAy8PLrvzoM5XMZh,"([], 'No qualifying breakouts')"
HHhCwuB7UUrHB8T1WcEpG6bLRteNn4ixqqSkUeVSbeSy,"([], 'No qualifying breakouts')"
4h49hPGphLNJNDRyiBwzvKoasR3rw1WJCEv19PhUbSS4,"([], 'No qualifying breakouts')"
qntmuw54sn81ZawbbA7FwHZZQygBnfXUyHJeCCix5ag,"([], 'No qualifying breakouts')"
3FF6SrZcqZLGnY4wbM57YiP4VLorsz2edu8MesBbpump,Too few 30m bars (3)
Cg3HksE7eFDZBzpzGg1Hm7PPi1g1c1sgFKFCMMAFpump,"([], 'No qualifying breakouts')"
7tNviT7hyPL8ZBxd68rMZ12TMDyUXmeSpHQruzLepump,"([], 'No qualifying breakouts')"
6FLCvxJ6oehaE3a5XYLK3fFdJj4V7Fiy3AD67NFhUREV,"([], 'No qualifying breakouts')"
PQCfysvAovyYc75XNv1ugwi28GdkWmGDycNFvyvVztH,"([], 'No qualifying breakouts')"
DWTKpb4B9mgg5XpDxW89ormGy3cqWL1vBKRS71fSUaPA,"([], 'No qualifying breakouts')"
2541LSZNdFDAJER6HkLNodKJvJd4o4YQAEwQHNhgpump,"([], 'No qualifying breakouts')"
KyC8NEG7Pfa7e8yVeAnYoXQa7QUyVz67fJCSfhdpump,"([], 'No qualifying breakouts')"
G39XqxxapUfp5mQiqowBZ3Qo1hDNG8CExkYEyGe8pump,"([], 'No qualifying breakouts')"
EvDkDgrLZAwGayVa8Rt7WPjxNr2gNFCSLeCfrTUMpump,"([], 'No qualifying breakouts')"
5V9HBdoEpcLP5mGKi6onhUbp4Mkdzo8oeCXtArLCpump,"([], 'No qualifying breakouts')"
GACa3qE5CDahgpdxQqKmSEinuYAVqxSUpqZMUbFmbSBh,"([], 'No qualifying breakouts')"
9Y7myWuGEY9kT4Z9nKXPXWZEhRd2hJQ85nCK4Hjs8oX2,"([], 'No qualifying breakouts')"
8bUbe1ujsM1G3JEbBWVVCXa2widmuPdKUB2rGKMYFw7R,"([], 'No qualifying breakouts')"
9VbsZNJvcyyZ9LKo42Yyw4h5p9KZgtZ1BoTWFoPGpump,"([], 'No qualifying breakouts')"
E2VmbootbVCBkMNNxKQgCLMS1X3NoGMaYAsufaAsf7M,"([], 'No qualifying breakouts')"
Hep4ZQ3MSSXFuLnT4baBFVBrC3677ntjrfaqE9zEt4rX,"([], 'No qualifying breakouts')"
HrJLndHXke991JzQHeUjPUo6EDM7dWFAzeUEMR9E9w3K,"([], 'No qualifying breakouts')"
F1QmooYUjR3x7MktgeNWVfg4ELbK429baMQDcYZTVEiL,"([], 'No qualifying breakouts')"
E1NfkoCxftiZBJNvxn1uccrRs1WV1mycox1nx4oxpump,"([], 'No qualifying breakouts')"
6ScUbekDEjVSnhz1PHupasyZPGjskt1neNkpkJe2pump,"([], 'No qualifying breakouts')"
Hv4t5CSctfoEFmZSasLEZrTYA58Hde1qWiAXFo2xpump,"([], 'No qualifying breakouts')"
43QSJUM1N7CeD9PKPRigMnppo7TE7G9JbB348jdHpump,Too few 30m bars (6)
